NOMBRE;LINK
AGRO AEREO SA;https://www.linkedin.com/company/agroaereo/people/?facetGeoRegion=ec%3A0
IBM DEL ECUADOR C.A.;
MULTICINES  ;https://www.linkedin.com/company/multicines-ecuador/
ACESCO ECUADOR  ;https://www.linkedin.com/company/acescoec/
COMPANIA ALLEGRO ECUADOR  ;
INDUSTRIAL BANANERA ALAMOS SA;
INDUAUTO SA;https://www.linkedin.com/company/grupo-induauto-indusur/
PICHINCHA SISTEMAS ACOVI CA;
MANADIALISIS S.A;
CONSTRUCTORA VILLACRECES ANDRADE CVA  ;
SUPERCINES  ;
GALMACK  ;https://www.linkedin.com/company/jmc-ecuador/
ELECTROLEG  ;https://www.linkedin.com/company/electroleg/
CARTIMEX  ;
SOLUBLES INSTANTANEOS COMPANIA ANONIMA (S.I.C.A);
MEGAPROFER  ;https://www.linkedin.com/company/megaprofer-s-a/
HOTEL COLON INTERNACIONAL CA;
INMOBILIARIA MONTECRISTI   INMONTECRISTI;
H.O.V. HOTELERA QUITO SA;
HOSPITAL DE LOS VALLES   HODEVALLES;
COMPAÑIA ANONIMA EL UNIVERSO;https://www.linkedin.com/company/diario-el-universo/
AUTOLIDER ECUADOR  S.;
CPTDC CHINA PETROLEUM TECHNOLOGY & DEVELOPMENT CORPORATION ECUADOR  ;
QUALA ECUADOR  ;
BIOALIMENTAR CIA. LTDA.;https://www.linkedin.com/company/bioalimentar-c%C3%ADa-ltda/
LABORATORIOS INDUSTRIALES FARMACEUTICOS ECUATORIANOS LIFE;https://www.linkedin.com/company/life---laboratorios-industriales-farmaceuticos-ecuatorianos/
VIVIENDAS MASIVAS ECUATORIANAS VIMARE SA;
CORPETROLSA  ;https://www.linkedin.com/company/corpetrolsa/people/
FUROIANI OBRAS Y PROYECTOS  ;https://www.linkedin.com/company/furoiani/
SWISSOIL DEL ECUADOR   (SWISSOIL);https://www.linkedin.com/company/swissoil-del-ecuador-s.a./
VAZPRO S. A.;
INMOBILIARIA CONSTRUHORIZON ECUADOR  ;
JARDINES DEL VALLE JADEVAL CIA. LTDA.;
LONGTERM FOREST PARTNERS CIA. LTDA.;
INDUSTRIAL PAPELERA ECUATORIANA   INPAECSA;
SANOFI-AVENTIS DEL ECUADOR  ;
CASSCARSONE CIA.LTDA.;
SEVILLA Y MARTINEZ INGENIEROS CA SEMAICA;https://www.linkedin.com/company/semaica/
CHINA HIDROELECTRICIDAD INGENIERIA CONSULTORIO GRUPO CO. (HYDROCHINA CORPORATION);https://www.linkedin.com/company/hydrochina/people/?facetGeoRegion=ec%3A0
PROCESADORA POSORJA PROPOSORJA  ;
NINTANGA  ;
ALESPALMA  ;
AUDIOVISION ELECTRONICA AUDIOELEC  ;https://www.linkedin.com/company/audiovision-electronica-audioelec-s-a-/people/
CARVAGU  ;https://www.linkedin.com/company/laboratorioscarvagu/about/
CONSTRUCTORA NACIONAL  ;
INSTALACIONES ELECTROMECANICAS SA INESA;
IMPORTADOR FERRETERO TRUJILLO CIA. LTDA.;
SHEMLON  ;
FANBERCELL  ;
UIDESERV CIA. LTDA.;
SIGMAEC CIA.LTDA.;
LUBRICANTES INTERNACIONALES   (LUBRISA);https://www.linkedin.com/company/lubrisa-sa/people/
CONFITECA C.A.;https://www.linkedin.com/company/confiteca-s-a/people/?facetGeoRegion=ec%3A0
ALIANZCORP CIA. LTDA.;
GELD-HOLDINGS  ;
HIDROSIGCHOS C.A.;
INMOBILIARIA NUEVO MUNDO INMOMUNDO  ;
CONSORCIO PUENTE DAULE - GUAYAQUIL II;
NIMBUS HOLDING  ;
QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA  ;https://www.linkedin.com/company/quimasa-manuchar/
FUNDAMETZ  ;https://www.linkedin.com/company/fundametz/people/?facetGeoRegion=ec%3A0
PESPESCA  ;
CENTENIOCORP CIA. LTDA.;
ACROMAX LABORATORIO QUIMICO FARMACEUTICO SA;https://www.linkedin.com/company/acromax-ecuador/
AMBIENSA  ;
INDUSUR INDUSTRIAL DEL SUR SA;https://www.linkedin.com/company/indusur-industrial-del-sur-s-a-/about/
EMPACADORA DEL PACIFICO SOCIEDAD ANONIMA (EDPACIF  );https://www.linkedin.com/company/empacadora-del-pacifico-s.a.-de-c.v./people/
CONSTRUCTORA SAN JERONIMO  ;
SALCEDO INTERNACIONAL (INTERSAL)  ;https://www.linkedin.com/company/salcedo-internacional/
PROVEEDORA ECUATORIANA SA PROESA;
ARTES GRAFICAS SENEFELDER CA;https://www.linkedin.com/company/senefelder-misset-doetinchem/people/?facetGeoRegion=ec%3A0
ECUAJUGOS SA;
FERROINMOBILIARIA  ;
AUTOMEKANO CIA. LTDA.;https://www.linkedin.com/company/automekano/
CONSORCIO AEROSUSPENDIDO GUAYAQUIL POMA  S. Y SOFRATESA INC;https://www.linkedin.com/company/sofratesa/people/?facetGeoRegion=ec%3A0
VENDIMIACORP  ;
BANANERA LAS MERCEDES SA;
CONSIGNACORP CIA. LTDA.;
IMBAUTO S.A;https://www.linkedin.com/company/imbauto/
HOLDINGS-SEG  ;
PUNTONET  ;https://www.linkedin.com/company/puntonet-s.a./
TADEL  ;
UNICOL  ;https://ec.linkedin.com/company/unicol-s-a?trk=companies_directory
CESTIA  ;
CURIMINING  ;
RITOFA  ;
PETROLEOS DEL PACIFICO   PACIFPETROL;
CORCOLDING C.A.;
JARDINES DE GUAYAQUIL SA;
ARCGOLD DEL ECUADOR  ;
ELECTRONICA SIGLO XXI ELECTROSIGLO  ;https://www.linkedin.com/company/electronicasiglo21/
ASERTIA COMERCIAL  ;https://www.linkedin.com/company/multiservicios-juan-de-la-cruz/
NOVOMETECUADOR  ;
TETRA PAK CIA. LTDA.;
FERTILIZANTES DEL PACIFICO FERPACIFIC  ;https://www.linkedin.com/company/ferpacific/
PRODUCTOS TISSUE DEL ECUADOR  ;
MEDISYSTEM HOLDING  ;
ALIMENTOS SUPERIOR ALSUPERIOR  ;
MAERSK DEL ECUADOR C.A.;
ELOT, CONSTRUCCIONES Y SERVICIOS C.LTDA.;https://www.linkedin.com/company/elot-construcciones-y-servicios-c-ltda/people/?facetGeoRegion=ec%3A0
TENARIS ECUADOR  ;
DELIPESCA  ;
CONDORMINING CORPORATION  ;
INVERSIONES ESMERALDAS INVERESMERALDAS  ;
ABSA - AEROLINHAS BRASILEIRAS  ;
INTCOMEX DEL ECUADOR  ;https://www.linkedin.com/company/intcomex/people/?facetGeoRegion=ec%3A0
ATTENZA DF ECUADOR  S.;
ASSA-AUTOMOTORES DE LA SIERRA  ;https://www.linkedin.com/company/chevroletassa/
PYDACO PRODUCTORES Y DISTRIBUIDORES COMERCIALES C LTDA;https://www.linkedin.com/company/pydaco/people/
SUMEC COMPLETE EQUIPMENT & ENGINEERING CO., LTD.;
INDURA ECUADOR  ;https://www.linkedin.com/company/induraecuador/
GODPROEX PRODUCTORA Y EXPORTADORA  ;
GRANJA LA COLINA C.A. GRANCOL;
NEGOCIOS Y TELEFONIA (NEDETEL)  ;https://www.linkedin.com/company/nedetelec/
ITALIMENTOS CIA. LTDA.;https://www.linkedin.com/company/italimentos-ec/
TECNANDINA SA TENSA;
PLASTIEMPAQUES  ;https://www.linkedin.com/company/plastiempaques-s.a.c./people/?facetGeoRegion=ec%3A0
INDUSTRIAL Y AGRICOLA CANAS CA;
GLAXOSMITHKLINE ECUADOR  ;
ASESORIA EMPRESARIAL RIASEM S. A. RIASEMSA;https://www.linkedin.com/company/grupo-riasem/
PLASTICSACKS CIA. LTDA.;https://www.linkedin.com/company/plasticsacks-c%C3%ADa-ltda/
CONSTRUCCIONES Y PRESTACIONES PETROLERAS   CPP;
HIDROELECTRICA PALMIRA-NANEGAL C.E.M. IPNEGAL;
FERMAGRI  ;https://www.linkedin.com/company/fermagri-sl/people/
MEDICAMENTA ECUATORIANA SA;https://www.linkedin.com/company/medicamenta-ecuatoriana-s-a/
CORPORACION ECUATORIANA DE ALIMENTOS Y BEBIDAS CORPABE  ;
EMPRESA DURINI INDUSTRIA DE MADERA CA EDIMCA;https://www.linkedin.com/company/edimca/
INTERHOSPITAL  ;https://www.linkedin.com/company/interhospital-s.r.l./people/?facetGeoRegion=ec%3A0
GRUPO TRANSBEL  ;https://www.linkedin.com/company/grupo-transbel-c-a-/people/?facetGeoRegion=ec%3A0
HOTEL COLON GUAYAQUIL  ;
LAS FRAGANCIAS CIA. LTDA.;https://www.linkedin.com/company/las-fragancias-s.a.c./people/
PFIZER CIA. LTDA.;
NITRANG   NITRANGSA;
ECUADOR KAKAO PROCESSING PROECUAKAO  ;
TERMINAL PORTUARIO DE MANTA TPM  ;
ECOELECTRIC  ;
HISPANOGROUP  ;
ALPINA PRODUCTOS ALIMENTICIOS ALPIECUADOR  ;https://www.linkedin.com/company/alpina/people/?facetGeoRegion=ec%3A0
AVESCA AVICOLA ECUATORIANA CA;
COMPAÑÍA DE SERVICIOS AUXILIARES DE GESTIÓN DE COBRANZA RECYCOB  ;https://www.linkedin.com/company/recycob-sl/people/
DLEN  ;
PROCTER & GAMBLE ECUADOR CIA. LTDA.;
HOLDING MODERNA-ALLIENCES  S.;
YANKUANG DONGHUA CONSTRUCTION CO., LTD.;https://www.linkedin.com/company/yankuang-group-donghua-construct-co.-ltd./people/
EQUINOX ECUADOR  ;
INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR   INTERQUIMEC;
EXPLORCOBRES  ;
FRESENIUS KABI  ;https://www.linkedin.com/company/freseniuskabi/people/?keywords=ecuador
CORPORACIÓN-WAY  ;
ALVAREZCONST  ;
EMCAMEX  ;
INMOBILIARIA INMOELMANA CIA. LTDA.;
FERRICOMP  ;
INGENIO AZUCARERO DEL NORTE COMPANIA DE ECONOMIA MIXTA IANCEM;
PETRORIVA  ;
INDUSTRIAS ALIMENTICIAS ECUATORIANAS   INALECSA;
CCCH CENTRO COMERCIAL LOS CHILLOS  ;
ORODELTI  ;https://www.linkedin.com/company/orodelti/
ANAM   ANAMSA;
MULTIQUIP  ;https://www.linkedin.com/company/multiquip-inc./people/?facetGeoRegion=ec%3A0
CODANA  ;
GODDCORP  ;
INDUSTRIA LOJANA DE ESPECERIAS ILE C.A.;
SKE&C CONSULTORES ECUADOR  ;
HOLDING GRUPO DIFARE CIA. LTDA.;https://www.linkedin.com/company/grupo-difare/
BALANCEADOS NOVA   BALNOVA;https://www.linkedin.com/company/balnova-ltd/people/?facetGeoRegion=ec%3A0
ECUADORCOLAT  ;
IMPORTADORA Y COMERCIALIZADORA DE AGROQUIMICOS PALACIOS ROMERO ICAPAR  ;
FRUSHI  ;
CARILLI  ;
DESARROLLOS INMOBILIARIOS INMOAVILES  ;
UNIOCEAN  ;https://www.linkedin.com/company/uniocean-lines-limited/people/?facetGeoRegion=ec%3A0
ECUASANITAS SA;https://www.linkedin.com/company/ecuasanitas/
ECUADOR OVERSEAS AGENCIES C.A.;https://www.linkedin.com/company/eos-ecuadoroverseas/
AVIANHALZER  ;
PLASTICOS ECUATORIANOS S.A;
INCUBADORA ANDINA INCUBANDINA SOCIEDAD ANONIMA.;https://www.linkedin.com/company/incubandina/
UMCO  ;
WÄRTSILÄ ECUADOR  ;https://www.linkedin.com/company/wartsila-latin-america/people/?facetGeoRegion=ec%3A0
ODIN MINING DEL ECUADOR  ;https://www.linkedin.com/company/odin-mining-and-exploration-ltd/people/
HIDRO&ENERGIA HOLDING  ;
HIDROSIERRA  ;https://www.linkedin.com/company/hidrosierra-sa/people/?facetGeoRegion=ec%3A0
EQUIPOS Y TRANSPORTES   EQUITRANSA;https://www.linkedin.com/company/equitransa/people/
METROCAR SA;https://www.linkedin.com/company/metrocarchevrolet/
ADMINISTRADORA DEL PACIFICO   (ADEPASA);
ZHAOJIN MINING COMPANY ECUADOR  ;
OBSA ORO BANANA  ;
EXTRACTORA AGRICOLA RIO MANSO EXA  ;
INMOBILIARIA INVESTA SA;
ADAMA ANDINA B.V.;
LOGISTICA BANANERA   LOGBAN;
ESLIVE  ;
ELECTRIFICACIONES DEL ECUADOR SA ELECDOR;https://www.linkedin.com/company/elecdorcompany/people/
EMPRESA PASTEURIZADORA QUITO SA;https://www.linkedin.com/company/pasteurizadora-quito/
SOLUCIONSA  ;
HILSEA INVESTMENTS LIMITED;https://www.linkedin.com/company/hilsea-investments-limited/people/
INDUSTRIA CARTONERA ECUATORIANA  ;
FORESTAL FORESVERGEL CIA. LTDA.;
CEPSA  ;
INVERSIONES INMOBILIARIAS GUAYAQUIL IGSA SA;
CORPORACION ECUATORIANA DE TELEVISION C.LTDA.;
EXTRACTORA QUEVEPALMA  ;
CHINA HARBOUR ENGINEERING COMPANY LTD.;
MRG  ;
EXP. E IMP. MANOBAL C. LTDA.;
ELVAYKA KYOEI  ;
PAPELESA C. LTDA.;https://www.linkedin.com/company/papelesa/
COMPANIA AGRICOLA RIO VENTANAS   CARIVESA;
COMPANIA COMERCIAL REINA VICTORIA S.A COMREIVIC;https://www.linkedin.com/company/comreivic-sac/people/?facetGeoRegion=ec%3A0
EXPORTADORA AURIFERA   EXPAUSA;
LAFATTORIA  ;
CONSTRUCTORA COVIGON CA;https://www.linkedin.com/company/covigonca/
EMPACADORA BILBO   BILBOSA;https://www.linkedin.com/company/bilbosaec/
MARRIOTT  ;
DIANA-FOOD ECUADOR  ;
AEROPUERTOS ECOLOGICOS DE GALAPAGOS S. A. ECOGAL;
BASF ECUATORIANA SA;
MEDICINA PARA EL ECUADOR MEDIECUADOR-HUMANA  ;
AGROVALENCIA C.A.;
NOKIA SOLUTIONS AND NETWORK ECUADOR  ;
FRESENIUS MEDICAL CARE ECUADOR HOLDINGS  ;
TUSCANY PERFORACIÓN PETROLERA TUSCANYPERF  ;
ROSAPRIMA CIA. LTDA.;https://www.linkedin.com/company/rosaprima/people/
METROHOTEL CIA. LTDA.;
DENMAR SA;
EMPACRECI  ;
INMOBILIARIA, IMPORTACIONES Y REPRESENTACIONES DEL LITORAL INIMPORELI  ;
CHINA CIVIL ENGINEERING CONSTRUCTION CORPORATION;
AVICOLA VITALOA   AVITALSA;https://www.linkedin.com/company/avitalsa---quito-ecuador/
BEST DOCTORS   EMPRESA DE MEDICINA PREPAGADA;
LIFE FOOD PRODUCT ECUADOR LIFPRODEC  ;
LABORATORIOS BAGO DEL ECUADOR  ;https://www.linkedin.com/company/laboratorios-bag%C3%B3-del-ecuador/
TRANSPORTADORA ECUATORIANA DE VALORES TEVCOL CIA. LTDA.;
CENTRO LOGISTICO CENTROLOGDURAN  ;
EXPORTQUILSA & PRODUCTORES ASOCIADOS  ;
VEPAMIL  ;https://www.linkedin.com/company/vepamil/
HOLDING DE EMPRESAS ECUATORIANAS HOLDECUADOR  ;
CAMPOSANTOS EL ORO CAMPORO  ;
PFIZER PFE CIA.LTDA.;
OMNILIFE DEL ECUADOR  ;https://www.linkedin.com/company/omnilife/people/?facetGeoRegion=ec%3A0
INDUATENAS  ;
CEDAL DURAN  ;
PETROLEOS Y SERVICIOS PYS C.A.;https://www.linkedin.com/company/petroleos-y-servicios/people/
DISTRISODA  ;
PARRAGUESA  ;
FALCONFARMS DE ECUADOR  ;
MINERA BELORO C. L.;
DIPASO  ;https://www.linkedin.com/company/grupo-dipaso/
SOCIEDAD MINERA LIGA DE ORO   SOMILOR;
CENTRO DE SERVICIOS MEDICOS SAN FRANCISCO (CEMEFRAN) C.A.;
HERMITAGE HOLDING  ;
BOEHRINGER INGELHEIM DEL ECUADOR CIA LTDA;
PETROLEOS DE LOS RIOS PETROLRIOS C.A.;
E. MAULME C.A.;https://www.linkedin.com/company/e-maulme-c-a/people/
IMPORTADORA LINO GAMBOA C LTDA ILGA;
ATIMASA  ;
GREENTRAILCORP  ;
CRIMASA CRIADEROS DE MARISCOS SA;
MABEL GROUP-HOLDING  ;
FORESTAL BOSQUEPALM CIA.LTDA.;
INDUSTRIAL Y COMERCIAL FARAHON INCFAR  ;
PRODUCARGO   PRODUCTORA DE ALCOHOLES;
HOLDING IN FERLE HOLFERLE  ;
FIBROACERO  ;
MEGAPRODUCTOS  ;https://www.linkedin.com/company/megaproductos-sa/people/
TUBERIA GALVANIZADA ECUATORIANA  ;
EMPAQPLAST  ;https://www.linkedin.com/company/empaqplast/
COMERCIAL HIDROBO   COMHIDROBO;
COLEGIO MENOR CMSFQ  ;
AGROJOGA  ;
SERVIENTREGA ECUADOR  ;https://www.linkedin.com/company/servientrega/people/?facetGeoRegion=ec%3A0
I.A.E. INDUSTRIA AGRICOLA EXPORTADORA INAEXPO C.A.;
AGENCIA MARITIMA GLOBAL MARGLOBAL SA;
EMSAAIRPORT SERVICES CEM;
INMOBILIARIA PERICONSTRUCT  ;
PLAN AUTOMOTOR ECUATORIANO   PLANAUTOMOTOR;
TABACALERA ANDINA SA TANASA;
ZONA FRANCA DE POSORJA ZOFRAPORT S.A;
CORPORACION GRUPO FYBECA   GPF;https://www.linkedin.com/company/corporaci%C3%B3n-gpf/
FARMAYALA PHARMACEUTICAL COMPANY   (FPC);
EXPOTUNA  ;
TENEDACORPSA  ;
INMOBILIARIA ALDIJO SA;
EMPRESA PESQUERA POLAR SA;
BIOSUPER SA;
CARACIOLO  ;
SQM ECUADOR  ;
CORPEVIN  ;
ALKHORAYEF PETROLEUM CO.;
CORPMUNAB SOCIEDAD ANONIMA;
COMPAÑIA DE SERVICIOS AUXILIARES DEL SISTEMA FINANCIERO INTERDIN  ;
TIW DE VENEZUELA  ;
HIDROVICTORIA  ;
CENTROS COMERCIALES DEL ECUADOR C.A.;
GRUPO EL COMERCIO C.A.;
INMOBILIARIA SANCHEZ   INMOSANCHEZ;
BLASTI  ;
CIA. DE CONSTRUCCIONES ECUATORIANO COREANA CONECUAKOR C.E.M.;
CLINICA PANAMERICANA CLIMESA SA;
ESCULAPIO  ;
EXPORTADORA TOTAL SEAFOOD TOTALSEAFOOD  ;
MERCK C.A;
GUANGUILQUI AGROPECUARIA INDUSTRIAL   GUAISA;
DISTRIBUIDORA DE TEJIDOS DISTELAR C. LTDA.;
GRUPOFARMA DEL ECUADOR  ;
EQTIRES  ;
IMPORTADORA VEGA  ;
CHIQUITA BANANA ECUADOR CBBRANDS  ;
DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S. A.;
HAID ( ECUADOR)FEED CIA.LTDA.;
LEVAPAN DEL ECUADOR SA;
AUTOLANDIA SA;
CORPORACIÓN ENSAB INDUSTRIA ECUATORIANA ENSAMBEC  ;
ETINAR  ;
LA CUADRA COMPAÑIA INMOBILIARIA Y COMERCIALIZADORA   INMOSOLUCION;
COMPANIA AGRICOLA LOMA LARGA SOCIEDAD ANONIMA;
BANANAPUERTO PUERTO BANANERO  ;
INDUSTRIA DE ALIMENTOS LA EUROPEA CIA. LTDA.;https://www.linkedin.com/company/industria-de-alimentos-la-europea/
PROMOTORA Y PROYECTOS OMANI C.A.;
FLORDHARI  ;
ROYALFLOWERS  ;
FEMAR  ;
BOSQUES TROPICALES   BOTROSA;
NETADOR C. LTDA.;
PDV ECUADOR  ;
VENUS SA;
DEMACO, DISTRIBUIDORA DE EQUIPOS Y MATERIALES DE CONSTRUCCION GOMEZ C LTDA.;
DESARROLLO INDUSTRIAL, COMERCIAL Y ENERGETICO DICOENER   CORPORACION HOLDING;
ECOFROZ  ;https://www.linkedin.com/company/ecofroz-s-a/
CORPORACION LANEC  ;
IMPORTADORA BOHORQUEZ C LTDA;
HONORASA S. A.;
PF GROUP  ;
ENERMAX S.A;
INMOBILIARIA TESLA BUILDINGS CORPORATION 'GESTORESINMOBILIARIOS'  ;
MUNDO DEPORTIVO MEDEPORT  ;
CHINA NATIONAL ELECTRONICS IMPORT & EXPORT CO., LTD,;
ANDUJAR  ;
ECUANERGIA  ;
CREDITOS Y CONSTRUCCIONES   (CRECOSA);
AMAZONASHOT (HOTELERIA, ORGANIZACIONES Y TURISMO)  ;
HYDROVEST CORPORACION HOLDING  ;
SINTOFIL C.A.;
PHARMABRAND  ;
MORCONELLO  ;
B.BRAUN MEDICAL  ;
COMGROPSA COMERCIALIZADORA AGROPECUARIA  ;
CORPORACION JCEVCORP CIA. LTDA.;
SANTOSCMI  ;
CORPORACIÓN PROAUTO  ;
COMPANIA PANAMENA DE AVIACION  ;
MANTAORO HOTELERA MANTA  ;
CONSTRUCTORA DE DISEÑOS PRODUCTIVOS CONSTRUDIPRO  ;
CAMARONERA ESCALANTE SA;
EL HIERRO  ;
FATOSLA C.A;
HOSPITAL VOZANDES QUITO HVQ  ;
PIÑAS RICAS DEL ECUADOR   PIRECUASA;
TABACARCEN   TABABELA CARGO CENTER;
PREDIAL CAPITAN NAJERA  ;
ORIENFLUVIAL  ;
INMOPICA - INMUEBLES PICA  ;
CONSTRUCTORA OVIEDO PALACIOS COVIPAL CIA. LTDA.;
CHINA SINOPHARM INTERNATIONAL CORPORATION;
INDMARZUL  ;
ADMINISTRACION Y NEGOCIOS ADNE C. LTDA.;
TENARIS GLOBAL SERVICES ECUADOR  ;
QC TERMINALES ECUADOR   QCTE;
IASA-SERVICIO  ;
CAR SOUNDVISION CIA. LTDA.;
PLAZA VENDOME  ;
SUDAMERICANA DE BUSES Y CAMIONES SUDACAM CIA. LTDA.;
IMPORDENIM IMPORTADORA TEXTIL CIA. LTDA.;
SEAGATE C.L.;
QUICORNAC  ;
AEROVIC C.L.;
GRAFICOS NACIONALES SA GRANASA;
QUIMANSERVI  ;
SENZER  ;
HOTEL ORO VERDE   HOTVER;
WORLDWIDE INVESTMENTS AND REPRESENTATIONS WINREP  ;
PROMOTORA Y PROYECTOS URBAN-PROJECTS  ;
COMPAÑÍA ESHECLABRI   CLABRISA;
NEW BEVERAGES DE ECUADOR  ;
LOWELL MINERAL EXPLORATION ECUADOR  ;
TEVECABLE S. A.;
VILLAGE PLAZA S,A, VIPLASA;
PLANTA INDUSTRIAL LACEC CIA. LTDA.;https://ec.linkedin.com/company/planta-industrial-lacec-cia-ltda-jv-omya?trk=companies_directory
OLEODAVILA  ;https://www.linkedin.com/in/oleodavila-s-a-127a1117a/
FRUTADELI  ;https://www.linkedin.com/company/frutadelisa/
COPACIGULF  ;
EQUITATIS  ;https://www.linkedin.com/company/equitatis/
LACTALIS DEL ECUADOR  ;https://ec.linkedin.com/company/lactalis-ecuador-s-a?trk=companies_directory
GRUNENTHAL ECUATORIANA CIA LTDA;
BEBELANDIA  ;
AGZULASA CIA. LTDA.;
SUAZIONI  ;https://www.linkedin.com/company/suazioni/about/
RECORDMOTOR SA;
INMOBILIARIA HELVETIA SA;
TASSOTELI  ;
FARMAMIA CIA. LTDA.;https://ec.linkedin.com/company/farmamia-cia-ltda?trk=companies_directory
GRUPO-SIGAL  ;
FEHIERRO C LTDA;https://www.linkedin.com/company/fehierro/
TATASOLUTION CENTER  ;
SISTEMAS ELECTRICOS   SISELEC;
INMOBILIARIA INMODEGFER  ;
REGINABANANERA  ;
DEVIES CORP  ;https://ec.linkedin.com/company/deviescorp?trk=companies_directory
PROBRISA  ;https://ec.linkedin.com/company/probrisa-s-a-?trk=companies_directory
MUEBLES EL BOSQUE  ;https://ec.linkedin.com/company/muebles-el-bosque-s.-a.?trk=companies_directory
LOGIRAN  ;
TROPIPALMA S.A;
ANDIPUERTO GUAYAQUIL  ;
VENETIANCORP  ;
FIMASA FINCAS MARINAS SA;
SOLVESA ECUADOR  ;https://ec.linkedin.com/company/solvesaecuador?trk=companies_directory
STIMM SOLUCIONES TECNOLOGICAS INTELIGENTES PARA MERCADO MOVIL CIA. LTDA.;
PETROBELL  ;
ALVAREZ BRAVO CONSTRUCTORES  ;https://ec.linkedin.com/company/alvarezbravoconstructores?trk=companies_directory
PETREX  ;
SHAMBALLA  ;
HOLDING HCCG CIA.LTDA.;
PRIME LABORATORIO PRILAB  ;https://ec.linkedin.com/company/prilabsa?trk=companies_directory
INMOBILIARIA JUTECERO SA;
3M ECUADOR CA;
EURYTMIA HOLDING  ;
FILTROCORP  ;
TELECUATRO GUAYAQUIL CA;
INDUBUSINESS  ;
FERRETERIA ESPINOZA S. A.;https://ec.linkedin.com/company/ferreter%C3%ADa-espinoza-s-a?trk=companies_directory
GESTION EXTERNA GESTIONA GTX  ;https://ec.linkedin.com/company/gestiona-gtx?trk=companies_directory
JUCARCORP GROUP  ;
DESARROLLO TURISTICO ECUATORIANO (DETURE)  ;
PROEXPO, PROCESADORA Y EXPORTADORA DE MARISCOS  ;
PROPHAR S.A;https://ec.linkedin.com/company/propharec?trk=companies_directory
CARGILL DEL ECUADOR CARGILLECUADOR CIA.LTDA.;
ECUASOLIDUS  ;
NEOAUTO S. A.;https://ec.linkedin.com/company/neoautohyundai?trk=companies_directory
LEXITRAF  ;
JAMES BROWN PHARMA C.A.;https://ec.linkedin.com/company/james-brown-pharma-c-a?trk=companies_directory
COMPANIA NACIONAL DE PLASTICOS CONAPLAS S. A.;
SAFIMO  ;
PA-CO COMERCIAL E INDUSTRIAL SA;
PROMOTORES MEDICOS LATINOAMERICANOS LATINOMEDICAL  ;
SACOPLAST  ;
SACOS DURAN REYSAC  ;https://ec.linkedin.com/company/reysac?trk=companies_directory
PALMAR DE LOS ESTEROS EMA   PALESEMA;
INDUSTRIAS E INVERSIONES DEL AUSTRO SA;
TOTAL TEK  ;
JAROMA  ;
ACADEMIA NAVAL ALMIRANTE ILLINGWORTH SA ANAI;https://ec.linkedin.com/company/anai-academia-naval-almirante-illingworth?trk=companies_directory
CAMPOSANTO JARDINES DEL EDEN S.A CAJARDENSA;
FEBRES CORDERO COMPANIA DE COMERCIO SA;
TEXCUMAR  ;https://ec.linkedin.com/company/texcumar?trk=companies_directory
INMOBILIARIA MARIA VICTORIA INMOMARIVIC  ;
REPUBLICNEG  ;
GRIFINE  ;
BASESURCORP  ;https://ec.linkedin.com/company/basesurcorp?trk=companies_directory
ANLANI  ;
ADC-AUTO DEL ECUADOR  S.;
EXTRACTORA NATURAL ECUADOR   EXTRANATU;
ALCAZARHOLD S. A.;
CALIZAS HUAYCO  ;
TARCOM  ;
EMPRESAS PINTO  ;https://ec.linkedin.com/company/empresas-pinto?trk=companies_directory
MIDAJA S. A.;
INDUSTRIA ANDINA DE TRANSFORMADORES  ;
PASAMANERIA SA;
INDUSTRIAS MOTORIZADAS INDUMOT SA;
POLIGRAFICA C.A.;https://ec.linkedin.com/company/poligrafica-c.a.?trk=companies_directory
DIXIMANT  ;https://ec.linkedin.com/company/diximant?trk=companies_directory
TRACTOMAQ  ;
CORTINAS Y VISILLOS CORTYVIS C LTDA;
AGENCIAS Y REPRESENTACIONES CORDOVEZ SA;
CONFECCIONES RECREATIVAS FIBRAN CIA. LTDA.;
COHECO  ;
TELEVISORA NACIONAL COMPANIA ANONIMA TELENACIONAL CA;
PRODUCTOS DE EXPORTACION DIOMAR PROEXDI CIA. LTDA;
PROMOTORA INMOBILIARIA L.F.G.  ;https://ec.linkedin.com/company/promotora-inmobiliaria-lfg?trk=companies_directory
CASAPLAN - MOTORPLAN  ;https://ec.linkedin.com/company/casaplan-motorplan?trk=companies_directory
RB-HEALTH ECUADOR CIA.LTDA.;
CORRUGADORA NACIONAL CRANSA  ;
LABORATORIO CLINICO ECUA-AMERICAN LAB.E.A. CIA. LTDA.;
PESQUERA MARYCIELO CIA. LTDA;
CONFIAMED  ;https://ec.linkedin.com/company/confiamed?trk=companies_directory
TRAUDET  ;
SIKA ECUATORIANA SA;
CHINA RAILWAY 19 BUREAU GROUP CORPORATION;
TEXTILES EL RAYO  ;
